pTM,Has_Clash,Fraction_Disordered,Ranking_Score,Matrix_iPTM,Matrix_PAE,Sample_ID,JSON_Path,Affinity_dG,Scientific_Score,MAb,Target
0.57,0,0.07,0.5,0.17,12.38,gresonitamab_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD20/gresonitamab_vs_cld20/gresonitamab_vs_cld20_summary_confidences.json,-14.73,0.37419085803804075,gresonitamab,cld20
0.56,0,0.09,0.5,0.17,10.43,sonesitamab_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD16/sonesitamab_vs_cld16/sonesitamab_vs_cld16_summary_confidences.json,-10.243,0.37409287256233636,sonesitamab,cld16
0.55,0,0.09,0.5,0.195,14.36,eclutatug_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD16/eclutatug_vs_cld16/eclutatug_vs_cld16_summary_confidences.json,-12.283,0.3739602459661687,eclutatug,cld16
0.55,0,0.09,0.5,0.195,14.36,lixudebart_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD16/lixudebart_vs_cld16/lixudebart_vs_cld16_summary_confidences.json,-12.283,0.3739602459661687,lixudebart,cld16
0.52,0,0.13,0.49,0.16499999999999998,10.28,ixotatug_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD18_2/ixotatug_vs_cld18_2/ixotatug_vs_cld18_2_summary_confidences.json,-10.206,0.3718261789363052,ixotatug,cld18_2
0.51,0,0.2,0.51,0.165,8.85,garetatug_vs_cld23,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD23/garetatug_vs_cld23/garetatug_vs_cld23_summary_confidences.json,-10.154,0.36956019367192516,garetatug,cld23
0.55,0,0.09,0.49,0.15500000000000003,11.29,gresonitamab_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD10/gresonitamab_vs_cld10/gresonitamab_vs_cld10_summary_confidences.json,-11.285,0.3692639185730914,gresonitamab,cld10
0.56,0,0.09,0.5,0.155,12.92,sonesitamab_vs_cld15,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD15/sonesitamab_vs_cld15/sonesitamab_vs_cld15_summary_confidences.json,-15.69,0.367689565264918,sonesitamab,cld15
0.57,0,0.09,0.53,0.2,12.18,gresonitamab_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD16/gresonitamab_vs_cld16/gresonitamab_vs_cld16_summary_confidences.json,-11.406,0.3663209226808273,gresonitamab,cld16
0.57,0,0.03,0.48,0.16,12.54,sonesitamab_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD34/sonesitamab_vs_cld34/sonesitamab_vs_cld34_summary_confidences.json,-12.865,0.3658668746982964,sonesitamab,cld34
0.53,0,0.12,0.48,0.14,10.77,sonesitamab_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD18_2/sonesitamab_vs_cld18_2/sonesitamab_vs_cld18_2_summary_confidences.json,-10.664,0.36312212767211527,sonesitamab,cld18_2
0.55,0,0.11,0.5,0.16,12.12,sonesitamab_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD14/sonesitamab_vs_cld14/sonesitamab_vs_cld14_summary_confidences.json,-12.683,0.3628673651156815,sonesitamab,cld14
0.57,0,0.07,0.5,0.16,10.05,osemitamab_vs_cld8,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD8/osemitamab_vs_cld8/osemitamab_vs_cld8_summary_confidences.json,-9.779,0.3620089949016534,osemitamab,cld8
0.52,0,0.12,0.48,0.14,11.81,sonesitamab_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD18/sonesitamab_vs_cld18/sonesitamab_vs_cld18_summary_confidences.json,-13.359,0.3616283081054653,sonesitamab,cld18
0.55,0,0.05,0.47,0.12,11.51,ixotatug_vs_cld7,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD7/ixotatug_vs_cld7/ixotatug_vs_cld7_summary_confidences.json,-12.123,0.35995789137401496,ixotatug,cld7
0.55,0,0.07,0.48,0.15000000000000002,9.37,ixotatug_vs_cld17,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD17/ixotatug_vs_cld17/ixotatug_vs_cld17_summary_confidences.json,-9.394,0.35823988289715314,ixotatug,cld17
0.57,0,0.05,0.49,0.14,13.36,tecotabart_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD11/tecotabart_vs_cld11/tecotabart_vs_cld11_summary_confidences.json,-12.843,0.35775509002349754,tecotabart,cld11
0.53,0,0.12,0.49,0.15,10.16,tecotabart_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD18_2/tecotabart_vs_cld18_2/tecotabart_vs_cld18_2_summary_confidences.json,-9.855,0.3541180241181359,tecotabart,cld18_2
0.55,0,0.09,0.49,0.135,10.63,omectatug_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD10/omectatug_vs_cld10/omectatug_vs_cld10_summary_confidences.json,-10.281,0.3535835590453487,omectatug,cld10
0.58,0,0.08,0.53,0.215,8.33,gresonitamab_vs_cld19,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD19/gresonitamab_vs_cld19/gresonitamab_vs_cld19_summary_confidences.json,-8.184,0.3517247805573046,gresonitamab,cld19
0.57,0,0.06,0.5,0.22999999999999998,12.17,ixotatug_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD22/ixotatug_vs_cld22/ixotatug_vs_cld22_summary_confidences.json,-10.427,0.35060836265130985,ixotatug,cld22
0.57,0,0.07,0.5,0.155,11.16,zolbetuximab_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD20/zolbetuximab_vs_cld20/zolbetuximab_vs_cld20_summary_confidences.json,-10.407,0.34982308340879986,zolbetuximab,cld20
0.54,0,0.06,0.47,0.15500000000000003,16.28,eclutatug_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD22/eclutatug_vs_cld22/eclutatug_vs_cld22_summary_confidences.json,-11.662,0.3496866907999322,eclutatug,cld22
0.54,0,0.06,0.47,0.15500000000000003,16.28,lixudebart_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD22/lixudebart_vs_cld22/lixudebart_vs_cld22_summary_confidences.json,-11.662,0.3496866907999322,lixudebart,cld22
0.57,0,0.05,0.49,0.14500000000000002,14.02,zolbetuximab_vs_cld7,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD7/zolbetuximab_vs_cld7/zolbetuximab_vs_cld7_summary_confidences.json,-11.694,0.3491679169822929,zolbetuximab,cld7
0.56,0,0.05,0.48,0.13,11.72,tecotabart_vs_cld1,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD1/tecotabart_vs_cld1/tecotabart_vs_cld1_summary_confidences.json,-11.408,0.34735882819421526,tecotabart,cld1
0.54,0,0.11,0.49,0.165,11.79,ixotatug_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD14/ixotatug_vs_cld14/ixotatug_vs_cld14_summary_confidences.json,-10.939,0.3460605604698107,ixotatug,cld14
0.53,0,0.11,0.48,0.165,14.98,lixudebart_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD14/lixudebart_vs_cld14/lixudebart_vs_cld14_summary_confidences.json,-11.28,0.34580176172071075,lixudebart,cld14
0.53,0,0.11,0.48,0.165,14.98,eclutatug_vs_cld14,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD14/eclutatug_vs_cld14/eclutatug_vs_cld14_summary_confidences.json,-11.28,0.34580176172071075,eclutatug,cld14
0.55,0,0.09,0.48,0.135,12.32,sonesitamab_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD10/sonesitamab_vs_cld10/sonesitamab_vs_cld10_summary_confidences.json,-11.688,0.343078706734756,sonesitamab,cld10
0.55,0,0.07,0.48,0.12,11.79,tecotabart_vs_cld9,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD9/tecotabart_vs_cld9/tecotabart_vs_cld9_summary_confidences.json,-11.456,0.34074977837880027,tecotabart,cld9
0.55,0,0.07,0.48,0.13,11.92,sonesitamab_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/sonesitamab_offtarget_af3_output/sonesitamab_vs_CLD20/sonesitamab_vs_cld20/sonesitamab_vs_cld20_summary_confidences.json,-11.448,0.33996091075957713,sonesitamab,cld20
0.53,0,0.06,0.46,0.14500000000000002,17.95,eclutatug_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD24/eclutatug_vs_cld24/eclutatug_vs_cld24_summary_confidences.json,-11.313,0.3384869964403643,eclutatug,cld24
0.53,0,0.06,0.46,0.14500000000000002,17.95,lixudebart_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD24/lixudebart_vs_cld24/lixudebart_vs_cld24_summary_confidences.json,-11.313,0.3384869964403643,lixudebart,cld24
0.61,0,0.08,0.55,0.265,9.05,osemitamab_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD25/osemitamab_vs_cld25/osemitamab_vs_cld25_summary_confidences.json,-7.939,0.336636742802452,osemitamab,cld25
0.53,0,0.08,0.47,0.14,16.16,eclutatug_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD25/eclutatug_vs_cld25/eclutatug_vs_cld25_summary_confidences.json,-11.224,0.33459602784254716,eclutatug,cld25
0.53,0,0.08,0.47,0.14,16.16,lixudebart_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD25/lixudebart_vs_cld25/lixudebart_vs_cld25_summary_confidences.json,-11.224,0.33459602784254716,lixudebart,cld25
0.54,0,0.08,0.47,0.15000000000000002,12.7,garetatug_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD12/garetatug_vs_cld12/garetatug_vs_cld12_summary_confidences.json,-10.997,0.3341204343039138,garetatug,cld12
0.55,0,0.09,0.49,0.14,11.73,omectatug_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD16/omectatug_vs_cld16/omectatug_vs_cld16_summary_confidences.json,-10.697,0.3319284849901513,omectatug,cld16
0.55,0,0.09,0.5,0.16999999999999998,11.52,eclutatug_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD10/eclutatug_vs_cld10/eclutatug_vs_cld10_summary_confidences.json,-10.154,0.3302030508147823,eclutatug,cld10
0.55,0,0.09,0.5,0.16999999999999998,11.52,lixudebart_vs_cld10,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD10/lixudebart_vs_cld10/lixudebart_vs_cld10_summary_confidences.json,-10.154,0.3302030508147823,lixudebart,cld10
0.56,0,0.06,0.48,0.15500000000000003,12.33,zolbetuximab_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD22/zolbetuximab_vs_cld22/zolbetuximab_vs_cld22_summary_confidences.json,-10.72,0.33003220908583525,zolbetuximab,cld22
0.55,0,0.09,0.5,0.18,11.44,tecotabart_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD16/tecotabart_vs_cld16/tecotabart_vs_cld16_summary_confidences.json,-9.957,0.32763018831790547,tecotabart,cld16
0.56,0,0.08,0.5,0.15,11.22,garetatug_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD25/garetatug_vs_cld25/garetatug_vs_cld25_summary_confidences.json,-9.997,0.32647422638959234,garetatug,cld25
0.57,0,0.09,0.51,0.18,12.51,osemitamab_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD16/osemitamab_vs_cld16/osemitamab_vs_cld16_summary_confidences.json,-10.314,0.32604543270760966,osemitamab,cld16
0.56,0,0.07,0.5,0.155,9.51,gresonitamab_vs_cld9,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD9/gresonitamab_vs_cld9/gresonitamab_vs_cld9_summary_confidences.json,-8.876,0.3241884865167442,gresonitamab,cld9
0.54,0,0.07,0.47,0.125,8.94,ixotatug_vs_cld8,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD8/ixotatug_vs_cld8/ixotatug_vs_cld8_summary_confidences.json,-8.764,0.32360379479629514,ixotatug,cld8
0.54,0,0.12,0.5,0.16999999999999998,8.75,garetatug_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/garetatug_offtarget_af3_output/garetatug_vs_CLD18/garetatug_vs_cld18/garetatug_vs_cld18_summary_confidences.json,-8.272,0.31947987032081904,garetatug,cld18
0.54,0,0.09,0.48,0.12,12.9,tecotabart_vs_cld15,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD15/tecotabart_vs_cld15/tecotabart_vs_cld15_summary_confidences.json,-10.743,0.3147669301144151,tecotabart,cld15
0.5,0,0.08,0.44,0.15,15.49,lixudebart_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD12/lixudebart_vs_cld12/lixudebart_vs_cld12_summary_confidences.json,-10.461,0.3129213936331781,lixudebart,cld12
0.5,0,0.08,0.44,0.15,15.49,eclutatug_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD12/eclutatug_vs_cld12/eclutatug_vs_cld12_summary_confidences.json,-10.461,0.3129213936331781,eclutatug,cld12
0.53,0,0.09,0.47,0.14,10.71,ixotatug_vs_cld16,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD16/ixotatug_vs_cld16/ixotatug_vs_cld16_summary_confidences.json,-9.533,0.31261706410162593,ixotatug,cld16
0.55,0,0.06,0.47,0.125,13.12,zolbetuximab_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD24/zolbetuximab_vs_cld24/zolbetuximab_vs_cld24_summary_confidences.json,-10.578,0.31223027067126496,zolbetuximab,cld24
0.57,0,0.05,0.49,0.15,10.09,gresonitamab_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD11/gresonitamab_vs_cld11/gresonitamab_vs_cld11_summary_confidences.json,-9.031,0.312151630567737,gresonitamab,cld11
0.53,0,0.08,0.46,0.13,16.95,tecotabart_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD12/tecotabart_vs_cld12/tecotabart_vs_cld12_summary_confidences.json,-10.565,0.3117674125259653,tecotabart,cld12
0.54,0,0.08,0.48,0.14500000000000002,12.51,gresonitamab_vs_cld2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD2/gresonitamab_vs_cld2/gresonitamab_vs_cld2_summary_confidences.json,-10.343,0.3102457143635545,gresonitamab,cld2
0.56,0,0.06,0.49,0.15,11.5,gresonitamab_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD5/gresonitamab_vs_cld5/gresonitamab_vs_cld5_summary_confidences.json,-9.815,0.30715063018863037,gresonitamab,cld5
0.54,0,0.08,0.47,0.15500000000000003,12.57,osemitamab_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/osemitamab_offtarget_af3_output/osemitamab_vs_CLD12/osemitamab_vs_cld12/osemitamab_vs_cld12_summary_confidences.json,-9.937,0.29562331831878474,osemitamab,cld12
0.52,0,0.14,0.49,0.135,11.41,tecotabart_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD18/tecotabart_vs_cld18/tecotabart_vs_cld18_summary_confidences.json,-9.616,0.2893984948892121,tecotabart,cld18
0.55,0,0.07,0.48,0.13,10.48,ixotatug_vs_cld9,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD9/ixotatug_vs_cld9/ixotatug_vs_cld9_summary_confidences.json,-9.019,0.28747317856304555,ixotatug,cld9
0.6,0,0.03,0.52,0.235,9.83,eclutatug_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD34/eclutatug_vs_cld34/eclutatug_vs_cld34_summary_confidences.json,-7.718,0.28580249291271714,eclutatug,cld34
0.6,0,0.03,0.52,0.235,9.83,lixudebart_vs_cld34,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD34/lixudebart_vs_cld34/lixudebart_vs_cld34_summary_confidences.json,-7.718,0.28580249291271714,lixudebart,cld34
0.57,0,0.05,0.49,0.14500000000000002,10.05,gresonitamab_vs_cld4,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/gresonitamab_offtarget_af3_output/gresonitamab_vs_CLD4/gresonitamab_vs_cld4/gresonitamab_vs_cld4_summary_confidences.json,-8.598,0.28485083548799284,gresonitamab,cld4
0.6,0,0.05,0.52,0.22499999999999998,10.43,eclutatug_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD11/eclutatug_vs_cld11/eclutatug_vs_cld11_summary_confidences.json,-8.076,0.27710732063923116,eclutatug,cld11
0.6,0,0.05,0.52,0.22499999999999998,10.43,lixudebart_vs_cld11,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD11/lixudebart_vs_cld11/lixudebart_vs_cld11_summary_confidences.json,-8.076,0.27710732063923116,lixudebart,cld11
0.53,0,0.14,0.49,0.14,10.58,zolbetuximab_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD18_2/zolbetuximab_vs_cld18_2/zolbetixumab_vs_cld18_2_summary_confidences.json,-8.809,0.272812944802833,zolbetuximab,cld18_2
0.54,0,0.07,0.47,0.125,10.99,eclutatug_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD20/eclutatug_vs_cld20/eclutatug_vs_cld20_summary_confidences.json,-9.094,0.2709421064320974,eclutatug,cld20
0.54,0,0.07,0.47,0.125,10.99,lixudebart_vs_cld20,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD20/lixudebart_vs_cld20/lixudebart_vs_cld20_summary_confidences.json,-9.094,0.2709421064320974,lixudebart,cld20
0.51,0,0.08,0.45,0.155,9.89,ixotatug_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD12/ixotatug_vs_cld12/ixotatug_vs_cld12_summary_confidences.json,-8.211,0.2664530001394221,ixotatug,cld12
0.56,0,0.07,0.49,0.14500000000000002,11.33,tecotabart_vs_cld6,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD6/tecotabart_vs_cld6/tecotabart_vs_cld6_summary_confidences.json,-9.011,0.26361606449636366,tecotabart,cld6
0.55,0,0.08,0.48,0.15000000000000002,15.65,zolbetuximab_vs_cld25,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/zolbetuximab_offtarget_af3_output/zolbetuximab_vs_CLD25/zolbetuximab_vs_cld25/zolbetuximab_vs_cld25_summary_confidences.json,-9.201,0.25252037538261,zolbetuximab,cld25
0.55,0,0.06,0.47,0.135,9.34,ixotatug_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD5/ixotatug_vs_cld5/ixotatug_vs_cld5_summary_confidences.json,-7.527,0.2506217642342604,ixotatug,cld5
0.51,0,0.13,0.47,0.13,10.91,lixudebart_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD18/lixudebart_vs_cld18/lixudebart_vs_cld18_summary_confidences.json,-8.564,0.24010219663476456,lixudebart,cld18
0.51,0,0.13,0.47,0.13,10.91,eclutatug_vs_cld18,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD18/eclutatug_vs_cld18/eclutatug_vs_cld18_summary_confidences.json,-8.564,0.24010219663476456,eclutatug,cld18
0.53,0,0.06,0.45,0.11,13.4,eclutatug_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD5/eclutatug_vs_cld5/eclutatug_vs_cld5_summary_confidences.json,-9.252,0.23766717691995307,eclutatug,cld5
0.53,0,0.06,0.45,0.11,13.4,lixudebart_vs_cld5,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD5/lixudebart_vs_cld5/lixudebart_vs_cld5_summary_confidences.json,-9.252,0.23766717691995307,lixudebart,cld5
0.52,0,0.08,0.45,0.11499999999999999,14.09,omectatug_vs_cld12,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/omectatug_offtarget_af3_output/omectatug_vs_CLD12/omectatug_vs_cld12/omectatug_vs_cld12_summary_confidences.json,-9.223,0.23688002762599977,omectatug,cld12
0.5,0,0.13,0.46,0.125,13.63,eclutatug_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/eclutatug_offtarget_af3_output/eclutatug_vs_CLD18_2/eclutatug_vs_cld18_2/eclutatug_vs_cld18_2_summary_confidences.json,-9.098,0.23112010266168334,eclutatug,cld18_2
0.5,0,0.13,0.46,0.125,13.63,lixudebart_vs_cld18_2,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/lixudebart_offtarget_af3_output/lixudebart_vs_CLD18_2/lixudebart_vs_cld18_2/lixudebart_vs_cld18_2_summary_confidences.json,-9.098,0.23112010266168334,lixudebart,cld18_2
0.56,0,0.06,0.47,0.15000000000000002,16.32,tecotabart_vs_cld22,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD22/tecotabart_vs_cld22/tecotabart_vs_cld22_summary_confidences.json,-8.273,0.19746335042323043,tecotabart,cld22
0.54,0,0.08,0.47,0.12,11.02,ixotatug_vs_cld3,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/ixotatug_offtarget_af3_output/ixotatug_vs_CLD3/ixotatug_vs_cld3/ixotatug_vs_cld3_summary_confidences.json,-7.367,0.1778549514145823,ixotatug,cld3
0.56,0,0.06,0.48,0.155,16.56,tecotabart_vs_cld24,/home/ozangocmen/RFantibody/mab_OTR/mab_offtarget_folders/af3_outputs/tecotabart_offtarget_af3_output/tecotabart_vs_CLD24/tecotabart_vs_cld24/tecotabart_vs_cld24_summary_confidences.json,-7.725,0.17260063402440862,tecotabart,cld24
